20488769	Why cant I shake the feeling that were being played by North Korea?	2018-04-30 18:54:41	None	991028079349915650  0
3391409763	Sounds like somebody is finally telling it how it is.... https://t.co/lkxbYtQAsp	2018-04-30 18:54:41	None	991028081451327489 0
3046199880	@realDonaldTrump New York Times isnt failing. All credit thus far with the denuclearization of North Korea goes to President Moon not you!	2018-04-30 18:54:41	None	991028082000744455  0
1121561198	As #DPRK attempt to make gestures of good faith, the US continues flooding the public with propaganda. It is clear who wants peace, and who obstructs it. #Korea #Asia https://t.co/T7djUOu3Z0	2018-04-30 18:54:42	None	991028083632160768  0
802557738517676032	Numerous countries are being considered for the MEETING, but would Peace House/Freedom House, on the Border of North &amp; South Korea, be a more Representative, Important and Lasting site than a third party country? Just asking!	2018-04-30 18:54:42	None	991028084055924740  0
3019156172	i'll introduce her to kdrama tapos papadala ko siya sa south korea  https://t.co/Z5Md5Lgfkb	2018-04-30 18:54:42	None	991028084345266178  1
841940900691472384	Now I can clearly see @BTS_twt is supporting Korean World Cup team in typical Red devil look. It means they support Korean team at Worldcup as Coca-Cola model. So its not Global ambassador. But ARMY! lets celebrate theyve been chosen Coca-Cola model in Korea!  https://t.co/LXyAfidy9j	2018-04-30 18:54:42	None	991028084651393024  1
878918875324207104	Remember when John Kerry said that all Chemical Weapons were gone from Syria?He liedRemember when he said that North Korea was never going to have nukes.He liedWell, with the Iran deal, He lied again!Obama and John Kerry put America back 50 years in foreign policy. Sad! https://t.co/TMD1qrJVoC	2018-04-30 18:54:42	None	991028083732840448  0
782041195035975680	BREAKING: The President of South Korea says that President Trump should win the Nobel Peace Prize.	2018-04-30 18:54:42	None	991028085381386242  1
2986257444	History continues to be made under this president! You might not like his tweets but you cant deny his results!  #maga #korea	2018-04-30 18:54:42	None	991028086052343808  1
3699412993	LIVE: Presidents of S. Korea, U.S. discuss outcome of inter-Korean summit https://t.co/3XBBkUs9b7	2018-04-30 18:54:42	None	991028086090199042  1
987364468442189824	@MSN Trusting Netanyahu is like trusting North Korea!	2018-04-30 18:54:43	None	991028087285567489  0
880503244010770432	Thank you Red Velvet for spreading happiness in all of Korea.	2018-04-30 18:54:43	None	991028087537233920  1
